ISO,Language,Family,Area,H,H_unigram,L2prop,MC,NumChap,Population,Rangesize,vehicularity
tuo,Tucano,Tucanoan,NE-South-America,1.372170448,9.711229324,0,0.645833313,12,4630,1603.270861,0
sed,Sedang,Austro-Asiatic,Southeast-Asia,,,0,0.25,6,101000,1596.668665,0
cnw,Ngawn Chin,Sino-Tibetan,,1.576354742,8.40592289,0,,,15000,1595.262804,0
bag,Tuki,Niger-Congo,African-Savannah,,,0,1,3,26000,1594.601436,0
okv,Orokaiva,Trans-New-Guinea,,1.405753255,8.031012535,0,0.800000012,5,35000,1592.974053,0
yky,Yakoma,Niger-Congo,African-Savannah,,,0,0.25,1,100000,1580.385354,0
ran,Riantana,Trans-New-Guinea,S-New-Guinea,,,0,0,1,1100,1574.265617,0
crt,Iyojwa'ja Chorote,Matacoan,,1.47789824,9.086567879,0,0,1,800,1570.274509,0
kdi,Kumam,Nilo-Saharan,,1.530722737,8.53976059,0,,,174000,1566.443816,0
thk,Tharaka,Niger-Congo,S-Africa,1.638432264,10.16446304,0,,,139000,1552.011036,0
apm,Mescalero-Chiricahua Apache,Eyak-Athabaskan,Basin-and-Plains,,,0,1,1,1800,1539.40346,0
khe,Korowai,Trans-New-Guinea,S-New-Guinea,,,0,0.850000024,10,3500,1537.324347,0
acf,Saint Lucian Creole French,Creole,Mesoamerica,1.604662299,7.971719265,0,,,206700,1532.106901,0
tby,Tabaru,West-Papuan,Oceania,1.38652432,8.389611244,0,,,15000,1529.062766,0
brx,Bodo,Sino-Tibetan,Indic,,,0,0.714285731,7,1543300,1528.566455,0
mbt,Matigsalug Manobo,Austronesian,Oceania,1.335549116,7.731918335,0,,,30000,1526.436211,0
mei,Midob,Nilo-Saharan,African-Savannah,,,0,0.666666687,1,50000,1512.625239,0
ihp,Iha,Trans-New-Guinea,N-Coast-New-Guinea,,,0,1,2,5500,1508.742559,0
png,Pongu,Niger-Congo,African-Savannah,,,0,0,1,30000,1493.838419,0
dts,Toro So Dogon,Niger-Congo,African-Savannah,1.54441905,8.70903492,0,,,50000,1473.689232,0
crx,Carrier,Eyak-Athabaskan,Alaska-Oregon,1.548820257,9.530784607,0,,,2060,1464.063062,0
doo,Dongo,Niger-Congo,S-Africa,,,0,0.800000012,5,12900,1460.002001,0
byn,Bilen,Afro-Asiatic,Greater-Abyssinia,,,0,1,6,91000,1449.706207,0
hsb,Upper Sorbian,Indo-European,Europe,,,0,0.833333313,2,18000,1447.281003,0
ssn,Sanye,Afro-Asiatic,S-Africa,,,0,0.5,6,17400,1446.330379,0
mta,Cotabato Manobo,Austronesian,,1.286861658,7.667304039,0,,,30000,1446.293808,0
mps,Dadibi,Trans-New-Guinea,Interior-New-Guinea,1.222971797,7.916692734,0,,,10000,1442.124423,0
adj,Adioukrou,Niger-Congo,African-Savannah,1.631533742,8.250440598,0,0.5,8,100000,1440.333424,0
gvc,Guanano,Tucanoan,NE-South-America,1.385648966,9.182113647,0,,,850,1436.226447,0
tae,Tariano,Maipurean,NE-South-America,,,0,0.777777791,9,430,1434.371938,0
njo,Ao Naga,Sino-Tibetan,Southeast-Asia,,,0,0.681818187,11,232000,1429.068231,0
alp,Alune,Austronesian,Oceania,1.332732677,8.373831749,0,0.333333343,9,17200,1420.482811,0
fao,Faroese,Indo-European,Europe,1.691667318,9.254670143,,0.333333343,3,48200,1415.345395,1
fun,Fulniô,Language-isolate,NE-South-America,,,0,1,6,2930,1407.25511,0
wsa,Warembori,Lower-Mamberamo,N-Coast-New-Guinea,,,0.032258064,0.416666657,3,600,1402.250239,0
acn,Achang,Sino-Tibetan,Southeast-Asia,1.3173666,8.013339996,0,,,62700,1401.627151,0
smr,Simeulue,Austronesian,Southeast-Asia,,,0,0,3,30000,1401.081026,0
sjr,Siar-Lak,Austronesian,N-Coast-New-Guinea,,,0,0.333333343,3,2080,1397.564251,0
agx,Aghul,North-Caucasian,Greater-Mesopotamia,,10.3121357,0,0.5,2,28300,1392.864563,0
kpz,Kupsabiny,Nilo-Saharan,S-Africa,1.494986892,9.529316902,0,1,3,181000,1392.704486,0
yuy,East Yugur,Altaic,Inner-Asia,,,0,0.75,4,3000,1389.728274,0
bid,Bidiyo,Afro-Asiatic,African-Savannah,,,0,1,2,14000,1387.862475,0
nlc,Nalca,Trans-New-Guinea,,1.363100529,9.203717232,0,,,11100,1387.78004,0
aby,Aneme Wake,Trans-New-Guinea,,1.313238859,9.144974709,0,,,650,1384.586454,0
wiu,Wiru,Trans-New-Guinea,S-New-Guinea,1.408761144,10.1257658,0,,,15300,1383.743086,0
ade,Adele,Niger-Congo,,1.45429492,8.059720039,0,,,27300,1382.433016,0
tnc,Tanimuca-Retuarã,Tucanoan,NE-South-America,,,0,0.736363649,11,300,1379.169296,0
kcd,Ngkâlmpw Kanum,South-Central-Papuan,S-New-Guinea,,,0,0.25,1,150,1378.045778,0
ycn,Yucuna,Maipurean,NE-South-America,1.307610035,9.404553413,0,1,2,1800,1368.289248,0
ian,Iatmul,Sepik,N-Coast-New-Guinea,1.26905632,8.714634895,0,1,1,8440,1362.828198,0
mbb,Western Bukidnon Manobo,Austronesian,Oceania,1.297565103,7.709038734,0,0.375,8,19000,1345.405332,0
xuo,Kuo,Niger-Congo,African-Savannah,1.346452594,7.904317379,0,,,14780,1345.336707,0
kbk,Grass Koiari,Trans-New-Guinea,S-New-Guinea,,,0,0.5,3,1700,1344.197346,0
lhm,Lhomi,Sino-Tibetan,Indic,1.351961732,9.490517616,0,1,3,7980,1341.468827,0
yrb,Yareba,Trans-New-Guinea,S-New-Guinea,1.427976251,9.264102936,0,0.857142866,7,750,1339.381459,0
ktj,Plapo Krumen,Niger-Congo,,1.306202054,7.560399055,0,,,100,1334.282741,0
kna,Dera,Afro-Asiatic,African-Savannah,,,0,0.636363626,11,20000,1325.938462,0
mor,Moro,Niger-Congo,African-Savannah,1.550665975,9.534004211,0,0.583333313,12,30000,1322.157306,0
mmy,Migaama,Afro-Asiatic,African-Savannah,,,0,1,2,20000,1319.498228,0
ghs,Guhu-Samane,Trans-New-Guinea,S-New-Guinea,1.47157681,9.571398735,0,0.75,4,12800,1318.471775,0
roo,Rotokas,North-Bougainville,Oceania,1.463300824,9.240414619,0,,,4320,1314.259555,0
bkl,Berik,Tor-Kwerba,N-Coast-New-Guinea,,,0,0.25,1,1200,1312.235849,0
ktb,Kambaata,Afro-Asiatic,Greater-Abyssinia,2.399670839,11.38853836,0.10008835,,,570000,1308.11047,0
bom,Berom,Niger-Congo,African-Savannah,,,0,0.386363626,11,300000,1303.663283,0
giz,South Giziga,Afro-Asiatic,,1.579141974,8.499317169,0,0.5,2,60000,1301.88525,0
npl,"Nahuatl, Southeastern Puebla",Uto-Aztecan,,1.479208827,9.265743256,0,,,92000,1295.721113,0
anc,Ngas,Afro-Asiatic,African-Savannah,,,0,0.166666672,6,400000,1295.453602,0
ktd,Kokata,Australian,S-Australia,,,0,0.75,6,3,1295.3262,0
osa,Osage,Siouan-Catawban,E-North-America,,,0,0.222222224,9,5,1294.721259,0
csk,Jola-Kasa,Niger-Congo,African-Savannah,1.415007591,9.365312576,0,,,45100,1294.587495,0
ann,Obolo,Niger-Congo,African-Savannah,1.501467347,8.702167511,0,0.416666657,12,200000,1294.374593,0
izr,Izere,Niger-Congo,,1.58551538,8.038852692,0,,,50000,1289.324395,0
tan,Tangale,Afro-Asiatic,African-Savannah,,,0,1,4,130000,1283.492092,0
moh,Mohawk,Iroquoian,E-North-America,,,0.027472528,0.699999988,10,3760,1281.045948,0
abq,Abaza,North-Caucasian,Greater-Mesopotamia,,,0,1,1,38200,1274.019718,0
jmc,Machame,Niger-Congo,S-Africa,1.677268386,10.22893715,0,,,300000,1271.226034,0
sxn,Sangir,Austronesian,Oceania,1.488299131,8.911617279,0,,,255000,1270.189226,0
msj,Ma,Niger-Congo,S-Africa,,,0,1,3,4700,1258.299239,0
pay,Pech,Chibchan,Mesoamerica,,,0,0.75,3,990,1255.007719,0
bxh,Buhutu,Austronesian,,1.477261662,8.577644348,0,,,1350,1254.639476,0
njb,Nocte Naga,Sino-Tibetan,Southeast-Asia,,,0,1,5,35000,1251.991428,0
kcu,Kami,Niger-Congo,S-Africa,,,0,1,1,16400,1248.145507,0
lcm,Tungag,Austronesian,N-Coast-New-Guinea,1.419474721,,0,0,4,12000,1247.089297,0
szw,Sawai,Austronesian,Oceania,,,0,1,1,12000,1240.834911,0
mdy,Male,Afro-Asiatic,Greater-Abyssinia,2.283958912,10.59538841,0.066351175,1,1,53800,1234.616085,0
soq,Kanasi,Trans-New-Guinea,,1.505433679,9.340400696,0,,,2200,1221.272395,0
guw,Gun,Niger-Congo,African-Savannah,1.644118667,8.248084068,0,,,579000,1221.173978,0
dni,Lower Grand Valley Dani,Trans-New-Guinea,Interior-New-Guinea,,,0,0.638612807,23,20000,1217.017934,0
gum,Guambiano,Paezan,Andean,1.38843298,10.28917217,0,,,23500,1215.335479,0
sld,Sissala,Niger-Congo,,1.706760049,8.467832565,0,,,13000,1214.667743,0
pag,Pangasinan,Austronesian,Oceania,1.546877146,8.742191315,,0.535714269,7,1160000,1209.236321,1
ahg,Qimant,Afro-Asiatic,Greater-Abyssinia,,,0.658385098,1,7,1650,1208.700289,0
pne,Western Penan,Austronesian,,1.343216419,7.52127552,0,,,3455,1207.975329,0
mhx,Maru,Sino-Tibetan,Southeast-Asia,1.300161362,8.432783127,0,0,6,103500,1204.8032,0
sip,Sikkimese,Sino-Tibetan,Indic,,,0,0.111111112,9,70300,1197.629422,0
bzd,Bribri,Chibchan,Mesoamerica,1.527746081,8.390582085,0,0.491666675,10,11000,1193.644542,0
coc,Cocopa,Cochimí-Yuman,Mesoamerica,,,0,0.74000001,5,350,1192.343171,0
mcu,Cameroon Mambila,Niger-Congo,,1.621368289,7.954414845,0,,,30000,1189.86636,0
cbi,Chachi,Barbacoan,Andean,1.461843371,10.38272858,0,0.714285731,7,9500,1187.213216,0
cua,Cua,Austro-Asiatic,Southeast-Asia,,,0,1,1,27800,1186.364806,0
cbc,Carapana,Tucanoan,NE-South-America,1.271092653,9.117486954,0,1,7,650,1183.226307,0
whg,North Wahgi,Trans-New-Guinea,Interior-New-Guinea,,,0,0.571428597,7,47000,1181.746898,0
mks,Silacayoapan Mixtec,Otomanguean,Mesoamerica,1.233091712,7.819886208,0,0,1,18700,1181.424277,0
kei,Kei,Austronesian,Oceania,,,0,0.25,1,85000,1175.156817,0
alj,Alangan,Austronesian,,1.367383242,7.771113873,0,,,7690,1172.541918,0
nak,Nakanai,Austronesian,N-Coast-New-Guinea,1.148122668,7.410801411,0,0.493055552,12,13000,1169.736819,0
dhv,Dehu,Austronesian,Oceania,,,0,0.228174597,21,11300,1163.035471,0
whk,Wahau Kenyah,Austronesian,,1.479042172,8.168568611,0,,,8000,1161.594286,0
pot,Potawatomi,Algic,E-North-America,,10.64152622,0,0,1,1300,1158.595687,0
tab,Tabassaran,North-Caucasian,Greater-Mesopotamia,1.780740499,10.92426109,0,,,128000,1156.790677,0
nun,Nung,Sino-Tibetan,Southeast-Asia,,,0,0.333333343,1,790,1152.613889,0
bku,Buhid,Austronesian,,1.415965796,8.754765511,0,,,8000,1148.480156,0
abt,Ambulas,Sepik,N-Coast-New-Guinea,1.199624538,8.515262604,0,0.333333343,6,44000,1140.817591,0
mbh,Mangseng,Austronesian,,1.303875566,7.408033848,0,,,2500,1139.265959,0
bot,Bongo,Nilo-Saharan,African-Savannah,,,0,0.571428597,7,10100,1136.141128,0
xtc,Katcha-Kadugli-Miri,Nilo-Saharan,African-Savannah,,,0,0.550000012,5.5,75000,1132.674372,0
ong,Olo,Torricelli,N-Coast-New-Guinea,1.235817552,7.971465111,0,0.625,8,13700,1132.160732,0
tri,Trió,Cariban,NE-South-America,,,0,0.833333313,8,2300,1114.62762,0
gbu,Gagadu,Australian,N-Australia,,,0,0.583333313,6,6,1112.957277,0
grj,Southern Grebo,Niger-Congo,,,,0,0.46519047,25,61600,1105.723555,0
bim,Bimoba,Niger-Congo,African-Savannah,1.61141777,8.047510147,0,0.333333343,6,120000,1100.724315,0
had,Hatam,Language-isolate,N-Coast-New-Guinea,,,0,0.415714294,15,16000,1096.503229,0
cdm,Chepang,Sino-Tibetan,Indic,,,0,0.783333361,5,36800,1091.556313,0
blh,Kuwaa,Niger-Congo,,1.538666248,8.297850609,0,,,12800,1090.64392,0
lbz,Lardil,Australian,N-Australia,,,0,1,1,2,1085.92191,0
pqm,Malecite-Passamaquoddy,Algic,E-North-America,,,0,0.576666653,15,2060,1084.511892,0
tzh,Oxchuc Tzeltal,Mayan,Mesoamerica,1.384031653,8.069828033,0,,,90000,1077.49778,0
kee,Eastern Keres,Keresan,Basin-and-Plains,,,0,0.857142866,7,4580,1073.770274,0
srq,Sirionó,Tupian,NE-South-America,1.406900883,8.103703499,0,0.620000005,10,400,1072.653755,0
tcg,Tamagario,Trans-New-Guinea,S-New-Guinea,,,0,0.25,4,3500,1063.752415,0
bzq,Buli,Austronesian,Oceania,,,0,0.416666657,3,2520,1062.597147,0
cak,Central Cakchiquel,Mayan,,1.323846221,7.942268848,0,,,132000,1061.475284,0
tcf,Malinaltepec Tlapanec,Otomanguean,Mesoamerica,,,0,0.75,8,48000,1056.642597,0
bdr,West Coast Bajau,Austronesian,Southeast-Asia,,,0,0.125,8,55000,1053.871573,0
bth,Biatah,Austronesian,Southeast-Asia,1.530543447,8.279865265,0,,,72380,1052.893904,0
mzl,Mazatlán Mixe,Mixe-Zoquean,,1.190736771,8.43871212,0,,,19200,1052.529345,0
nit,Southeastern Kolami,Dravidian,,,,0,0.646153867,13,10000,1045.29852,0
bhl,Bimin,Trans-New-Guinea,,1.145519137,8.789025307,0,,,2250,1045.199434,0
mti,Maiwa,Trans-New-Guinea,,1.585373282,8.816896439,0,,,1400,1042.722148,0
sri,Siriano,Tucanoan,NE-South-America,1.347498536,9.932881355,0,,,350,1039.921067,0
daa,Dangaléat,Afro-Asiatic,African-Savannah,1.570980787,9.07460022,0,,,45000,1039.51638,0
hus,Veracruz Huastec,Mayan,,1.292441607,8.162704468,0,,,50000,1038.382286,0
gil,Kiribati,Austronesian,Oceania,1.41706717,7.736741066,,0.458333343,19,66110,1037.244828,1
ras,Tegali,Niger-Congo,African-Savannah,,,0,0.774999976,4,35700,1037.130882,0
nbq,Nggem,Trans-New-Guinea,,1.273504615,8.938752174,0,,,4400,1036.113438,0
gey,Enya,Niger-Congo,S-Africa,,,0,1,2,15000,1035.607201,0
crd,Coeur d'Alene,Salish,Basin-and-Plains,,,0,0.600000024,5,5,1033.158692,0
gge,Guragone,Australian,N-Australia,,,0,0.722222209,3,20,1028.137715,0
ape,Bukiyip,Torricelli,N-Coast-New-Guinea,1.268254519,9.218783379,0,0.538265288,21,16200,1027.310575,0
wau,Waurá,Maipurean,NE-South-America,,,0,1,1,330,1022.104111,0
gru,Kistane,Afro-Asiatic,Greater-Abyssinia,,,0.191759109,1,3,255000,1020.879648,0
kgy,Kyerung,Sino-Tibetan,Indic,,,0,1,3,4890,1019.539215,0
kub,Kutep,Niger-Congo,African-Savannah,1.528140783,7.800367832,0,,,46000,1015.771839,0
kue,Kuman,Trans-New-Guinea,Interior-New-Guinea,1.43626523,8.739358902,,0.800000012,5,115000,1015.063311,1
buk,Bugawac,Austronesian,,1.503435373,7.902667046,0,,,9690,1013.329802,0
cot,Caquinte,Maipurean,,1.266019344,11.33756542,0,,,300,1007.129817,0
bbb,Barai,Trans-New-Guinea,S-New-Guinea,1.338248134,8.570631981,0,0.694444418,9,800,991.4269014,0
nhn,Central Nahuatl,Uto-Aztecan,Mesoamerica,,,0,1,1,40000,990.2745878,0
thd,Thayore,Australian,N-Australia,,,0,0.200000003,10,150,987.341859,0
pss,Kaulong,Austronesian,N-Coast-New-Guinea,,,0,0.200000003,5,4000,987.2642351,0
blz,Balantak,Austronesian,Oceania,1.424456716,8.556556702,0.032258064,,,30000,986.3720059,0
arl,Arabela,Zaparoan,NE-South-America,1.283598423,9.745816231,0,0.875,1,50,983.3332509,0
cnl,Lalana Chinantec,Otomanguean,,1.095806956,8.39670372,0,,,10500,982.0605503,0
mlm,Mulam,Tai-Kadai,Southeast-Asia,,,0,0.125,2,86000,980.6493124,0
wrs,Waris,Border,Interior-New-Guinea,1.548794389,10.14689541,0,0.25,1,4000,977.0139787,0
plw,Brooke's Point Palawano,Austronesian,,1.475797534,8.777746201,0,,,14400,976.915367,0
tsu,Tsou,Austronesian,Southeast-Asia,,,0,0.833333313,2,2130,976.2033377,0
ifb,Batad Ifugao,Austronesian,Oceania,1.459708571,8.703109741,0,0.75,4,43000,974.9296117,0
ubu,Umbu-Ungu,Trans-New-Guinea,Interior-New-Guinea,1.248397231,9.157774925,0,,,34200,973.5592593,0
old,Mochi,Niger-Congo,,1.765452623,10.43004322,0,1,1,597000,973.2814432,0
buo,Terei,South-Bougainville,Oceania,,,0,0.833333313,6,26500,968.2535306,0
slp,Lamaholot,Austronesian,Oceania,,,,0.375,8,150000,961.0167654,1
rug,Roviana,Austronesian,Oceania,,,0.618476987,0.166666672,6,9870,958.5334152,1
myw,Muyuw,Austronesian,S-New-Guinea,1.520626426,9.653196335,0,,,6000,955.3225659,0
kxc,Komso,Afro-Asiatic,,2.315010786,10.16768074,0.022853913,,,195000,948.2165907,0
tbi,Gaam,Nilo-Saharan,African-Savannah,,,0,0.833333313,6,67200,946.3443001,0
tue,Tuyuca,Tucanoan,NE-South-America,1.510610342,10.421525,0,1,3,810,945.4943092,0
mca,Maca,Matacoan,SE-South-America,1.399457335,8.635883331,0,,,1500,940.6340714,0
lsm,Saamia,Niger-Congo,,1.538678288,10.42459011,0,,,335000,935.8852371,0
mkn,Kupang Malay,Creole,,1.324078202,,0.428571433,,,200000,933.553949,1
kfc,Konda-Dora,Dravidian,Indic,,,0,1,1,20000,932.2018944,0
gvf,Golin,Trans-New-Guinea,Interior-New-Guinea,1.274687529,8.298362732,0,0.555555582,9,51100,932.2001643,0
spu,Sapuan,Austro-Asiatic,Southeast-Asia,,,0,0.125,2,2400,927.1892533,0
ano,Andoque,Language-isolate,NE-South-America,,,0,0.75,4,370,925.8038372,0
tix,Southern Tiwa,Kiowa-Tanoan,Basin-and-Plains,,,0,0,1,1630,925.4950738,0
pap,Papiamentu,Creole,NE-South-America,1.587264657,7.858564377,0.05884603,,,239400,922.5217909,1
yva,Yawa,West-Papuan,N-Coast-New-Guinea,1.291304827,8.837958336,0,,,6000,922.0378108,0
mok,Morori,Trans-New-Guinea,S-New-Guinea,,,0,0.5,2,50,922.0374303,0
fal,South Fali,Niger-Congo,,1.605353832,8.251113892,0,,,20000,918.6637347,0
kmk,Limos Kalinga,Austronesian,,1.52936399,8.910370827,0,,,20000,917.7109227,0
yuz,Yuracare,Language-isolate,NE-South-America,1.529439211,10.6246891,0,,,2680,915.1447743,0
vag,Vagla,Niger-Congo,African-Savannah,1.605216146,7.992645741,0,0.25,1,13500,914.255661,0
gvo,Gavião do Jiparaná,Tupian,NE-South-America,,,0,0.5,2,470,911.5080984,0
tty,Sikaritai,Lakes-Plain,Interior-New-Guinea,,,0,1,1,800,911.4199119,0
npy,Napu,Austronesian,Oceania,1.460079312,9.005281448,0,,,6000,910.2758193,0
ntm,Nateni,Niger-Congo,African-Savannah,,,0,1,1,66000,909.2504143,0
moj,Monzombo,Niger-Congo,African-Savannah,,,0,0.5,2,12600,906.0543165,0
rwo,Rawa,Trans-New-Guinea,N-Coast-New-Guinea,1.196027279,8.620635986,0,1,3,11500,900.0959018,0
cao,Chácobo,Panoan,NE-South-America,1.350582719,8.378961563,0,0.615384638,13,550,900.0032885,0
rma,Rama,Chibchan,Mesoamerica,,,0,0.483074546,23,24,898.4908115,0
ttr,Tera,Afro-Asiatic,African-Savannah,,,0,0.5,9,101000,896.3362297,0
adh,Adhola,Nilo-Saharan,,1.62592566,9.137122154,0,,,360000,895.4194454,0
nas,Naasioi,South-Bougainville,Oceania,1.418336034,10.34706783,0,0.714285731,7,20000,894.2270391,0
sur,Mwaghavul,Afro-Asiatic,African-Savannah,1.3656528,7.738440514,,0.097222224,12,295000,890.3069125,1
cha,Chamorro,Austronesian,Oceania,1.582663655,8.602517128,,0.37593168,23,76700,882.6573712,1
bjt,Balanta-Ganja,Niger-Congo,African-Savannah,,,0,0.666666687,3,82800,882.1936304,0
see,Seneca,Iroquoian,E-North-America,,,0,0.712499976,4,175,874.9673938,0
kyf,Kouya,Niger-Congo,,1.526461601,8.264552116,0,,,10100,868.8734776,0
zar,Rincón Zapotec,Otomanguean,,1.350037932,9.083719254,0,,,29200,866.1428803,0
nee,Kumak,Austronesian,Oceania,,,0,0.25,1,950,864.4195287,0
mbp,Malayo,Chibchan,NE-South-America,,,0,0.25,2,1920,859.5845174,0
thf,Thangmi,Sino-Tibetan,Indic,,,0.015586547,1,5,24700,848.6243592,0
mcq,Ese,Trans-New-Guinea,S-New-Guinea,1.521953702,9.872774124,0,,,10000,845.8643534,0
rgr,Resígaro,Maipurean,NE-South-America,,,0,0.524999976,10,14,845.2243627,0
wib,Southern Toussian,Niger-Congo,African-Savannah,,,0,0.5,6,19500,843.2496584,0
caa,Chortí,Mayan,Mesoamerica,1.23084414,7.802179813,0,1,1,30010,841.8644009,0
kgs,Kumbainggar,Australian,S-Australia,,,0,0.625,8,10,841.5228657,0
zpc,Choapan Zapotec,Otomanguean,,1.34360218,9.326681137,0,,,12000,840.1944879,0
ari,Arikara,Caddoan,Basin-and-Plains,,,0,1,1,20,835.1417741,0
acd,Gikyode,Niger-Congo,,1.39815414,7.684528828,0,,,10400,834.4771252,0
one,Oneida,Iroquoian,E-North-America,,,0,0.555357158,26,250,832.7348765,0
shs,Shuswap,Salish,Alaska-Oregon,,,0,0.660714269,14,500,831.0722457,0
ptu,Bambam,Austronesian,Oceania,1.440894127,9.220463753,0,,,22000,824.3140027,0
ikx,Ik,Nilo-Saharan,S-Africa,,,0,0.805555582,9,10000,823.7342701,0
iwm,Iwam,Sepik,N-Coast-New-Guinea,,,0,0.5,2,3000,821.5619127,0
tih,Timugon Murut,Austronesian,Southeast-Asia,1.469256043,8.334166527,0,0.400000006,10,7000,820.9359799,0
poi,Highland Popoluca,Mixe-Zoquean,Mesoamerica,1.359601855,8.689391136,0,0.833333313,6,30000,820.2550479,0
mgl,Maleu-Kilenge,Austronesian,N-Coast-New-Guinea,,,0,0.285714298,7,5200,820.2205607,0
nxg,Ngad'a,Austronesian,Oceania,,,0,0,8,60000,818.0890165,0
kew,West Kewa,Trans-New-Guinea,Interior-New-Guinea,1.415472031,9.522953987,0,,,45000,816.1431479,0
oma,Omaha-Ponca,Siouan-Catawban,Basin-and-Plains,,,0,1,3,85,814.9908346,0
dim,Dime,Afro-Asiatic,Greater-Abyssinia,,,0.481818169,0.857142866,7,6500,814.7047793,0
jeb,Jebero,Cahuapanan,Andean,,,0,1,8,2500,811.5536686,0
mwp,Kala Lagaw Ya,Australian,N-Australia,,,0,0.875,1,930,810.9982828,0
kqw,Kandas,Austronesian,,1.313184977,7.443029881,0,,,480,809.9979068,0
kaq,Capanahua,Panoan,NE-South-America,1.476742625,9.812206268,0,,,390,807.9838543,0
kbq,Kamano,Trans-New-Guinea,Interior-New-Guinea,1.50970149,11.53672314,0,,,63200,805.2947197,0
bnp,Bola,Austronesian,,1.296390295,7.36079216,0,,,13700,801.8440446,0
zml,Madngele,Australian,N-Australia,,,0,0,1,18,794.716302,0
zao,Ozolotepec Zapotec,Otomanguean,,1.335730076,7.744248867,0,,,6500,794.0014675,0
dru,Rukai,Austronesian,Southeast-Asia,,,0,0.791666687,12,10500,792.2147437,0
kwd,Kwaio,Austronesian,Oceania,1.200642467,7.525177002,0,0.273809522,7,13200,784.311073,0
tgo,Sudest,Austronesian,S-New-Guinea,,,0,0.5,3,2000,780.2800195,0
yam,Yamba,Niger-Congo,African-Savannah,1.713579416,7.993024826,0,,,40800,778.4818707,0
nmm,Manangba,Sino-Tibetan,Indic,,,0,1,1,3740,777.1162143,0
vun,Vunjo,Niger-Congo,,1.606505513,10.10987663,0,,,300000,773.3028663,0
tml,Tamnim Citak,Trans-New-Guinea,,,,0,0.56744504,26,290,766.2011311,0
mda,Mada,Niger-Congo,African-Savannah,1.425384998,7.506643772,0,,,100000,764.8508395,0
mph,Maung,Australian,N-Australia,,,0,0.643633544,23,240,762.2346044,0
kjb,Eastern Kanjobal,Mayan,Mesoamerica,1.42135334,8.138750076,0,,,77700,760.5273258,0
ntr,Delo,Niger-Congo,,1.378341198,7.792256355,0,,,16300,758.9447066,0
ata,Pele-Ata,Yele-West-New-Britain,,1.260280609,8.390997887,0,,,2000,755.4327736,0
amu,Guerrero Amuzgo,Otomanguean,Mesoamerica,1.361889601,9.019528389,0,,,23000,749.7297756,0
bef,Benabena,Trans-New-Guinea,Interior-New-Guinea,1.384906173,9.662619591,0,0,1,45000,748.8915979,0
tvo,Tidore,West-Papuan,Oceania,,,0.434782594,0.36944443,12,26000,743.9231982,0
knv,Tabo,South-Central-Papuan,,1.347602963,9.600606918,0,,,3000,741.5717765,0
njh,Lotha Naga,Sino-Tibetan,Southeast-Asia,,,0,0.785714269,7,148000,741.5071607,0
wos,Hanga Hundi,Sepik,N-Coast-New-Guinea,1.281276107,8.300634384,0,1,2,7200,740.9530511,0
hnh,//Ani,Khoisan,S-Africa,,,0,0.416666657,4,1000,739.4911483,0
mvp,Duri,Austronesian,,1.423215508,9.147719383,0,,,95000,737.0685172,0
jel,Yelmek,South-Central-Papuan,S-New-Guinea,,,0,0.5,2,400,736.9236075,0
erg,Sie,Austronesian,Oceania,,,0,0.688888907,9,1900,735.8166496,0
mov,Mohave,Cochimí-Yuman,Basin-and-Plains,,,0,0,1,75,735.5685798,0
bwe,Bwe Karen,Sino-Tibetan,Southeast-Asia,,,0,0.285714298,7,15700,734.5833727,0
tew,Tewa,Kiowa-Tanoan,Basin-and-Plains,,,0,0,1,1300,734.4203185,0
ctp,Western Highland Chatino,Otomanguean,Mesoamerica,1.217778087,7.127828121,0,0.166666672,6,12000,730.5193339,0
ddo,Dido,North-Caucasian,Greater-Mesopotamia,,,0,0.725000024,8,15400,728.6980326,0
zoh,Chimalapa Zoque,Mixe-Zoquean,Mesoamerica,,,0,0.5,4,4500,728.286722,0
nyi,Ama,Nilo-Saharan,African-Savannah,,,0,0.5,6,70000,727.0384282,0
obo,Obo Manobo,Austronesian,,1.252965093,8.034403801,0,,,60000,726.5818384,0
ksd,Kuanua,Austronesian,N-Coast-New-Guinea,1.420921564,7.366648674,0.246913582,0.151515156,11,61000,726.1430348,1
kez,Kukele,Niger-Congo,,1.483317256,9.300774574,0,,,95000,722.088229,0
nnm,Namia,Sepik,N-Coast-New-Guinea,,,0,0.375,8,6000,721.9010508,0
kkk,Kokota,Austronesian,Oceania,,,0,0.111111112,9,530,720.6611135,0
bri,Mokpwe,Niger-Congo,African-Savannah,,,0,1,4,32200,719.1775734,0
kmh,Kalam,Trans-New-Guinea,Interior-New-Guinea,1.299950838,8.132980347,0,0.5,2,15000,717.965538,0
nbi,Mao Naga,Sino-Tibetan,Southeast-Asia,,,0,0.535714269,7,81000,716.230325,0
mso,Mombum,Trans-New-Guinea,S-New-Guinea,,,0,1,1,250,712.6528578,0
oon,Önge,Andamanese,Southeast-Asia,,,0,0.78125,8,94,703.0992488,0
kyc,Kyaka,Trans-New-Guinea,Interior-New-Guinea,1.342724442,9.055872917,0,0.5,8,15400,701.0467628,0
prn,Prasuni,Indo-European,Indic,,,0,0.5,4,1000,700.9502842,0
cir,Tiri,Austronesian,Oceania,,,0,0.221354172,16,260,697.4628875,0
blb,Bilua,Central-Solomons,Oceania,,,0,0.5,8,8740,695.0029128,0
